證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"8046","南電","36962525","5250171773","136.00","147.00","135.00","144.00","9.5000","22011"
"8070","長華*","4110061","95465391","23.40","23.60","22.90","23.40","0.0000","1933"
"8072","陞泰","129086","3523432","27.35","27.80","27.15","27.20","-0.1000","94"
"8081","致新","1398578","226325650","162.00","165.00","159.00","160.50","1.0000","977"
"8101","華冠","434874","1897550","4.39","4.64","4.23","4.31","0.0200","154"
"8103","瀚荃","426221","13054112","30.70","30.85","30.45","30.60","-0.0500","280"
"8104","錸寶","1168179","57837488","48.90","50.80","48.50","48.70","0.5500","854"
"8105","凌巨","885260","8947034","10.20","10.25","10.05","10.10","0.0000","347"
"8110","華東","7463871","84087188","11.30","11.45","11.10","11.10","0.1000","2064"
"8112","至上","2944260","91221094","31.20","31.25","30.90","30.95","-0.1000","1419"
"8114","振樺電","100633","8047308","80.00","80.20","79.70","80.00","0.0000","45"
"8131","福懋科","696750","25486425","36.50","36.85","36.40","36.45","0.0000","341"
"8150","南茂","4264093","128733058","30.45","30.45","30.05","30.05","0.0500","2329"
"8163","達方","1899532","79625977","42.10","42.10","41.75","42.00","0.2500","1079"
"8201","無敵","21059","194780","9.32","9.32","9.24","9.24","0.0000","18"
"8210","勤誠","424457","36557033","86.50","86.50","85.70","86.00","-0.5000","282"
"8213","志超","2833139","124666053","44.20","44.40","43.70","43.80","-0.3500","1447"
"8215","明基材","11550825","285677262","25.30","25.45","24.20","24.30","-0.5000","4834"
"8222","寶一","178822","2378429","13.20","13.45","13.20","13.30","0.2000","153"
"8249","菱光","596104","10850882","18.20","18.25","18.05","18.20","0.0000","291"
"8261","富鼎","4366570","178695307","40.90","41.55","40.50","40.70","-0.3500","2463"
"8271","宇瞻","441881","16299485","37.00","37.15","36.65","36.80","0.0000","321"
"8341","日友","177429","39983711","227.50","227.50","224.00","224.50","-2.0000","755"
"8367","建新國際","75200","2017449","26.50","27.50","26.50","26.60","0.1000","52"
"8374","羅昇","218552","5477194","25.75","25.80","24.90","25.00","-0.3000","104"
"8404","百和興業-KY","162871","4696511","28.95","28.95","28.70","28.95","0.0000","103"
"8411","福貞-KY","1186278","16134547","13.65","13.80","13.55","13.55","0.0000","55"
"8422","可寧衛","259534","42189322","164.00","164.00","162.00","163.00","0.0000","318"
"8427","基勝-KY","3000","132100","44.00","44.05","44.00","44.05","0.0000","3"
"8429","金麗-KY","144611","1234126","8.52","8.60","8.51","8.52","0.0100","120"
"8442","威宏-KY","12000","554400","46.45","46.45","46.00","46.20","-0.1000","10"
"8443","阿瘦","16401","167930","10.15","10.50","10.15","10.20","0.0500","31"
"8454","富邦媒","308987","198628133","636.00","647.00","635.00","644.00","11.0000","400"
"8462","柏文","90317","14889602","165.00","166.00","164.00","165.00","1.0000","126"
"8463","潤泰材","119090","4336388","36.50","36.50","36.05","36.50","0.0000","63"
"8464","億豐","619765","206640965","340.00","341.50","331.00","333.00","-7.0000","606"
"8466","美吉吉-KY","17164","1088998","63.30","63.70","63.30","63.70","-0.3000","18"
"8467","波力-KY","11000","537050","48.60","49.10","48.50","49.10","0.4500","10"
"8473","山林水","93490","3953223","42.45","42.45","42.20","42.20","-0.2500","71"
"8478","東哥遊艇","145000","8400000","58.80","58.80","57.40","57.80","-0.2000","121"
"8480","泰昇-KY","12000","1502500","127.00","127.00","122.50","123.50","-0.5000","11"
"8481","政伸","27156","1978256","72.50","73.30","72.50","72.90","0.4000","24"
"8482","商億-KY","119000","12172500","102.00","105.00","101.50","104.50","1.5000","35"
"8488","吉源-KY","44000","610050","13.70","14.05","13.70","13.80","0.1500","30"
"8499","鼎炫-KY","519009","82026438","156.50","160.00","155.00","158.00","2.5000","418"
"8926","台汽電","855535","32904843","38.50","38.60","38.30","38.50","0.1000","420"
"8940","新天地","36788","373922","10.20","10.25","10.10","10.20","0.0000","48"
"8996","高力","607640","33271968","55.20","55.80","54.00","54.50","-0.2000","458"
"9103","美德醫療-DR","12756354","360999493","28.60","29.50","27.70","27.70","-3.0500","6845"
"910322","康師傅-DR","35050","890150","25.30","25.60","25.15","25.50","0.2000","25"
"9105","泰金寶-DR","8738039","39794131","4.65","4.65","4.48","4.53","-0.1600","2449"
"910861","神州-DR","1272000","14093150","11.30","11.30","10.90","10.95","-0.1000","370"
"9110","越南控-DR","585000","2134470","3.80","3.80","3.58","3.59","-0.0100","185"
"911608","明輝-DR","525000","2272200","4.47","4.47","4.28","4.31","-0.1800","220"
"911616","杜康-DR","1667562","3742457","2.25","2.31","2.21","2.21","-0.1000","407"
"911622","泰聚亨-DR","456000","1845990","4.06","4.09","4.02","4.04","0.0100","139"
"911868","同方友友-DR","2012000","4134040","2.09","2.10","2.03","2.04","-0.0300","391"
"912000","晨訊科-DR","6814100","25417134","3.75","3.85","3.63","3.64","-0.1500","1250"
"912398","友佳-DR","1192000","5335100","4.58","4.64","4.42","4.50","-0.0800","347"
"9136","巨騰-DR","793000","8402150","10.45","10.75","10.40","10.55","0.1500","294"
"9188","精熙-DR","1532000","5383340","3.48","3.66","3.44","3.51","0.0300","251"
"9802","鈺齊-KY","2250056","291218109","125.50","131.50","125.50","129.00","4.0000","1460"
"9902","台火","120306","1176674","9.77","9.82","9.73","9.77","-0.0200","61"
"9904","寶成","32482032","977775870","29.75","30.45","29.75","29.90","0.4000","12770"
"9905","大華","257081","5894482","23.00","23.00","22.85","22.90","0.0500","121"
"9906","欣巴巴","23172","905522","39.30","39.30","38.80","38.80","-0.4500","18"
"9907","統一實","4366954","48089329","11.00","11.15","10.85","10.95","0.0000","1488"
"9908","大台北","73460","2322099","31.60","31.65","31.50","31.65","0.0500","63"
"9910","豐泰","1809813","338261185","189.50","189.50","184.00","186.00","-4.0000","1581"
"9911","櫻花","150586","7642120","50.60","51.10","50.40","51.10","0.2000","155"
"9912","偉聯","58149","415073","7.16","7.19","7.08","7.19","0.0200","42"
"9914","美利達","1696159","417042245","249.00","249.00","243.00","244.00","-3.5000","1509"
"9917","中保科","241224","21640421","90.00","90.00","89.30","90.00","0.4000","250"
"9918","欣天然","23311","839918","36.10","36.20","35.80","36.20","0.1000","21"
"9919","康那香","10563806","388271867","38.00","38.00","36.00","36.75","-1.9500","5771"
"9921","巨大","1256207","351120914","280.00","281.00","277.00","279.00","-2.0000","1009"
"9924","福興","343555","15283900","44.60","44.85","44.25","44.25","-0.2000","230"
"9925","新保","249199","9218775","37.00","37.00","36.95","37.00","0.0000","139"
"9926","新海","15309","678785","44.40","44.50","44.00","44.50","0.2500","17"
"9927","泰銘","124900","3583869","28.50","28.85","28.50","28.70","0.1000","81"
"9928","中視","7309","32974","4.48","4.60","4.48","4.60","-0.2300","6"
"9929","秋雨","116993","1489978","12.80","12.90","12.65","12.70","-0.0500","61"
"9930","中聯資源","146384","6522106","44.70","44.70","44.50","44.60","0.0000","130"
"9931","欣高","3223","131681","40.70","41.00","40.70","41.00","0.3000","7"
"9933","中鼎","1422845","56289699","39.55","39.80","39.15","39.60","0.1000","926"
"9934","成霖","511328","8029680","15.75","15.75","15.65","15.75","0.0500","232"
"9935","慶豐富","284092","9335747","33.30","33.30","32.70","32.95","0.0500","178"
"9937","全國","25104","1243386","49.50","50.00","48.70","49.70","0.7000","34"
"9938","百和","1171848","87662336","75.40","75.40","74.40","74.40","-0.1000","838"
"9939","宏全","1245528","74884700","60.00","60.40","59.80","60.40","0.5000","875"
"9940","信義","266290","7864876","29.45","29.65","29.40","29.55","0.1000","158"
"9941","裕融","425952","42766522","100.50","101.00","100.00","100.50","0.5000","432"
"9941A","裕融甲特","3116","160554","51.50","51.60","51.50","51.60","-0.1000","5"
"9942","茂順","86348","5745849","67.00","67.10","66.30","66.50","0.0000","73"
"9943","好樂迪","107493","6857459","63.60","64.00","63.50","63.80","0.6000","114"
"9944","新麗","325380","7059572","22.00","22.00","21.50","21.80","-0.2000","245"
"9945","潤泰新","4329800","176894922","41.00","41.00","40.80","40.85","0.0500","2118"
"9946","三發地產","1663120","31491536","19.50","19.50","18.55","19.05","-0.2500","623"
"9955","佳龍","127376","2365084","18.70","18.75","18.45","18.60","0.0000","81"
"9958","世紀鋼","5811840","727901492","125.50","128.00","123.00","124.00","-1.5000","3782"
